,Year,Team Name,Team Abbreviation,Games Played,Points,Blocks,Field Goal Percent,Rank
959,2016,Chicago Bulls,CHI,82,8335,470,0.441,21
960,2016,Phoenix Suns,PHO,82,8271,313,0.435,22
961,2016,Miami Heat,MIA,82,8204,531,0.47,23
962,2016,Memphis Grizzlies,MEM,82,8126,350,0.44,24
963,2016,Milwaukee Bucks,MIL,82,8122,475,0.467,25
964,2016,Brooklyn Nets,BRK,82,8089,332,0.453,26
965,2016,New York Knicks,NYK,82,8065,466,0.439,27
966,2016,Utah Jazz,UTA,82,8010,425,0.449,28
967,2016,Philadelphia 76ers,PHI,82,7988,495,0.431,29
968,2016,Los Angeles Lakers,LAL,82,7982,337,0.414,30
969,2017,Golden State Warriors,GSW,82,9503,555,0.495,1
970,2017,Houston Rockets,HOU,82,9458,352,0.462,2
971,2017,Denver Nuggets,DEN,82,9161,323,0.469,3
972,2017,Cleveland Cavaliers,CLE,82,9048,327,0.47,4
973,2017,Washington Wizards,WAS,82,8953,336,0.475,5
974,2017,Los Angeles Clippers,LAC,82,8911,347,0.475,6
975,2017,Boston Celtics,BOS,82,8857,340,0.454,7
976,2017,Portland Trail Blazers,POR,82,8851,408,0.459,8
977,2017,Phoenix Suns,PHO,82,8831,399,0.45,9
978,2017,Toronto Raptors,TOR,82,8762,400,0.464,10
979,2017,Oklahoma City Thunder,OKC,82,8741,408,0.452,11
980,2017,Brooklyn Nets,BRK,82,8673,387,0.444,12
981,2017,Minnesota Timberwolves,MIN,82,8657,370,0.467,13
982,2017,San Antonio Spurs,SAS,82,8637,484,0.469,14
983,2017,Indiana Pacers,IND,82,8618,409,0.465,15
984,2017,Charlotte Hornets,CHO,82,8601,390,0.442,16
985,2017,Los Angeles Lakers,LAL,82,8575,320,0.45,17
986,2017,New Orleans Pelicans,NOP,82,8556,453,0.45,18
987,2017,New York Knicks,NYK,82,8556,455,0.447,19
988,2017,Milwaukee Bucks,MIL,82,8497,436,0.474,20
989,2017,Miami Heat,MIA,82,8460,469,0.455,21
990,2017,Atlanta Hawks,ATL,82,8459,397,0.451,22
991,2017,Chicago Bulls,CHI,82,8435,393,0.444,23
992,2017,Sacramento Kings,SAC,82,8430,324,0.461,24
993,2017,Philadelphia 76ers,PHI,82,8400,420,0.442,25
994,2017,Detroit Pistons,DET,82,8309,310,0.449,26
995,2017,Orlando Magic,ORL,82,8288,396,0.44,27
996,2017,Utah Jazz,UTA,82,8258,410,0.466,28
997,2017,Memphis Grizzlies,MEM,82,8239,344,0.435,29
998,2017,Dallas Mavericks,DAL,82,8029,307,0.44,30
