Player,Weight (kg),Height (cm),Age,Years Played,Player Efficiency Rating,True Shooting %,Assist Percentage,Block Percentage,Steal Percentage,Total Rebound Percentage,Win Shares,3-Point Field Goal Percentage,2-Point Field Goal Percentage,Free Throw Percentage,Turnovers,Personal Fouls,Points,Total Rebounds,Steals,Win Shares Per 48 Minutes
D.J. White,90.0,190.0,24.375,5.0,14.7875,0.48012499999999997,5.612499999999999,2.4,1.6624999999999999,12.462500000000002,0.7125,0.3333333333333333,0.45625,0.7011428571428572,9.875,34.5,134.75,74.375,6.375,0.116625
DaJuan Summers,104.0,203.0,23.5,3.0,6.300000000000001,0.41900000000000004,9.424999999999999,0.475,0.925,8.5,-0.024999999999999994,0.36633333333333334,0.36675,0.6463333333333333,9.25,26.0,69.5,20.5,4.5,-0.039
Daequan Cook,83.0,190.0,23.125,5.0,8.287500000000001,0.471625,6.712500000000001,0.8125,1.05,7.2,0.5875,0.33787500000000004,0.38199999999999995,0.771375,24.0,63.0,281.375,95.5,16.0,0.027499999999999997
Dahntay Jones,83.0,190.0,29.6,13.0,8.84,0.4869333333333332,8.3,1.2,1.3133333333333332,6.66,0.6933333333333332,0.27399999999999997,0.43033333333333335,0.7264999999999999,36.333333333333336,88.33333333333333,241.0,78.86666666666666,18.866666666666667,0.03686666666666667
Dajuan Wagner,77.0,183.0,20.75,4.0,10.424999999999999,0.58925,18.075,0.275,1.475,2.25,-1.3877787807814457e-17,0.467,0.40199999999999997,0.68275,34.0,53.0,241.0,35.5,17.25,0.006499999999999999
Dale Davis,104.0,211.0,30.11111111111111,15.0,14.555555555555555,0.5312777777777778,5.094444444444445,3.322222222222222,1.1722222222222223,17.005555555555553,5.011111111111112,0.0,0.5102222222222221,0.5780555555555554,62.94444444444444,168.88888888888889,499.44444444444446,498.8888888888889,40.166666666666664,0.1361111111111111
Dale Ellis,92.0,201.0,31.666666666666668,16.0,14.871428571428572,0.5545238095238095,7.4761904761904745,0.28571428571428575,1.4380952380952383,7.052380952380953,4.209523809523809,0.39566666666666656,0.4935238095238096,0.7606190476190476,89.14285714285714,125.57142857142857,954.2380952380952,210.95238095238096,49.333333333333336,0.10180952380952378
Dalibor Bagaric,115.0,216.0,21.0,2.0,6.333333333333333,0.363,6.8,3.433333333333333,1.7666666666666666,14.033333333333333,-0.3,0.0,0.327,0.6,24.0,54.333333333333336,83.66666666666667,79.33333333333333,9.666666666666666,-0.06
Dallas Comegys,92.0,206.0,23.5,1.0,10.7,0.5095000000000001,6.15,3.5999999999999996,1.65,11.4,0.5499999999999999,0.0,0.4605,0.6825,100.5,167.5,428.0,226.0,39.0,0.024
Damian Lillard,88.0,190.0,24.0,5.0,20.4,0.5640000000000001,29.040000000000003,0.58,1.3000000000000003,6.12,9.1,0.37,0.47140000000000004,0.8732,219.4,170.0,1776.0,318.6,73.6,0.1536
Damien Wilkins,99.0,208.0,29.0,13.0,11.277777777777777,0.5061111111111112,10.588888888888889,0.9777777777777779,2.0444444444444447,7.144444444444446,1.3555555555555554,0.30677777777777776,0.45499999999999996,0.7516666666666666,57.666666666666664,104.22222222222223,396.77777777777777,149.55555555555554,47.666666666666664,0.05588888888888889
Damion James,102.0,201.0,24.5,3.0,6.766666666666666,0.401,6.133333333333333,2.3,1.4333333333333336,12.433333333333332,-0.025,0.0,0.37600000000000006,0.77,9.5,14.0,37.5,32.75,5.75,-0.005999999999999998
Damjan Rudez,103.0,208.0,29.0,2.0,6.666666666666667,0.543,7.633333333333333,0.3333333333333333,1.0666666666666667,3.6666666666666665,0.5,0.35300000000000004,0.5543333333333332,0.848,23.0,47.666666666666664,160.0,30.666666666666668,10.333333333333334,0.026
Damon Jones,83.0,190.0,25.8,10.0,12.24,0.5272,20.38,0.08,1.3333333333333333,4.959999999999999,1.9533333333333331,0.38886666666666664,0.37926666666666675,0.7342142857142857,40.53333333333333,49.666666666666664,312.26666666666665,78.2,19.2,0.08286666666666666
Damon Stoudamire,77.0,178.0,28.235294117647058,12.0,14.123529411764702,0.489764705882353,30.06470588235294,0.19411764705882353,1.7117647058823533,6.194117647058824,3.5352941176470587,0.3423529411764706,0.41923529411764704,0.8208235294117647,137.76470588235293,113.58823529411765,782.6470588235294,203.23529411764707,64.47058823529412,0.07252941176470588
Damone Brown,79.0,188.0,23.5,3.0,1.5750000000000002,0.34475,6.15,1.0,1.9749999999999999,9.649999999999999,-0.15,0.12133333333333333,0.3015,0.64225,7.75,11.0,27.0,13.0,1.25,-0.154
Dan Dickau,86.0,183.0,26.1,5.0,9.74,0.476,24.450000000000006,0.13999999999999999,2.04,4.9399999999999995,0.9200000000000002,0.3465999999999999,0.3637000000000001,0.8093,49.5,75.9,272.7,61.1,25.7,0.0104
Dan Gadzuric,108.0,211.0,29.083333333333332,9.0,11.141666666666666,0.4369166666666667,3.9,4.466666666666667,1.7750000000000001,17.25833333333333,1.3416666666666666,0.0,0.43191666666666667,0.42133333333333334,32.166666666666664,111.75,215.25,205.08333333333334,21.25,0.04858333333333334
Dan Godfread,113.0,208.0,23.5,1.0,10.15,0.47200000000000003,0.0,6.35,1.3,2.9,0.05,0.0,0.455,0.75,0.0,2.5,6.5,1.0,0.5,0.06849999999999999
Dan Langhi,99.0,211.0,25.0,3.0,5.3500000000000005,0.4266666666666667,2.4333333333333336,0.3166666666666667,0.6666666666666666,7.75,0.03333333333333334,0.308,0.3658333333333333,0.7758,6.166666666666667,18.833333333333332,67.66666666666667,33.833333333333336,5.0,-0.031166666666666665
Dan Majerle,97.0,198.0,29.5,13.0,13.250000000000002,0.5294285714285714,13.207142857142857,0.7857142857142857,2.0142857142857147,8.157142857142857,5.6000000000000005,0.3456428571428572,0.47264285714285714,0.7321428571428573,79.71428571428571,137.64285714285714,780.3571428571429,304.64285714285717,85.28571428571429,0.12071428571428573
Dan O'Sullivan,113.0,208.0,24.333333333333332,5.0,16.016666666666666,0.5703333333333334,7.533333333333332,0.4833333333333334,1.883333333333333,15.549999999999999,0.06666666666666667,0.0,0.48666666666666664,0.7522,2.0,8.166666666666666,14.833333333333334,11.833333333333334,0.8333333333333334,0.1921666666666667
Dan Roundfield,92.0,203.0,30.5,11.0,16.066666666666666,0.5268333333333334,10.433333333333332,1.8499999999999999,1.0166666666666668,15.85,4.8999999999999995,0.09749999999999999,0.4681666666666667,0.7676666666666666,165.33333333333334,181.33333333333334,957.3333333333334,597.8333333333334,43.0,0.10566666666666667
Dana Barros,73.0,180.0,28.571428571428573,14.0,15.864285714285716,0.5761428571428571,20.628571428571426,0.18571428571428578,1.7142857142857142,4.457142857142857,3.55,0.40430769230769226,0.49578571428571433,0.8557142857142858,86.64285714285714,76.71428571428571,635.7857142857143,114.92857142857143,52.857142857142854,0.12350000000000001
Dane Suttle,86.0,190.0,22.5,1.0,14.8,0.527,13.600000000000001,0.0,1.95,6.35,0.45,0.0,0.5085,0.9255,16.5,24.5,136.0,24.5,10.5,0.083
Daniel Ewing,83.0,190.0,22.5,1.0,8.45,0.4765,16.5,0.45,2.2,5.6,0.4,0.3,0.43,0.7805,53.5,74.0,215.5,79.0,34.5,0.025
Daniel Gibson,86.0,188.0,23.0,6.0,10.371428571428572,0.5401428571428571,12.87142857142857,0.7142857142857142,1.3714285714285714,4.928571428571429,2.2714285714285714,0.40871428571428575,0.39028571428571424,0.7578571428571428,53.285714285714285,115.85714285714286,445.0,113.14285714285714,34.714285714285715,0.07757142857142856
Daniel Orton,115.0,208.0,22.0,2.0,12.4,0.5273333333333333,6.166666666666667,3.6999999999999997,1.8333333333333333,13.133333333333333,0.3666666666666667,0.0,0.49833333333333335,0.5786666666666667,9.666666666666666,27.0,47.666666666666664,42.0,6.0,0.10433333333333333
Danilo Gallinari,102.0,208.0,23.5,9.0,16.180000000000003,0.5871000000000001,8.99,1.05,1.35,8.45,4.7,0.3703,0.46030000000000004,0.8666,68.5,101.7,802.3,245.7,42.6,0.1371
Danny Ainge,79.0,193.0,28.5625,13.0,14.724999999999998,0.5483125,21.068749999999994,0.28125,2.0062499999999996,5.593749999999999,4.887499999999999,0.3484999999999999,0.49650000000000005,0.8435624999999999,106.9375,170.9375,827.8125,188.9375,76.625,0.12037500000000002
Danny Ferry,104.0,208.0,30.0,12.0,11.284615384615385,0.5326153846153846,10.49230769230769,1.1538461538461537,1.1153846153846154,8.392307692307693,2.669230769230768,0.3799230769230769,0.46115384615384625,0.8423076923076924,62.38461538461539,151.07692307692307,495.3076923076923,196.15384615384616,29.53846153846154,0.08853846153846154
Danny Fortson,117.0,201.0,25.5,9.0,14.9,0.5796,4.41,0.56,1.02,20.3,2.2399999999999998,0.1166,0.4944,0.7697,65.5,155.3,361.5,318.4,18.2,0.11889999999999998
Danny Granger,100.0,206.0,27.083333333333332,9.0,14.141666666666666,0.5275,9.049999999999999,1.7166666666666668,1.325,8.566666666666668,4.15,0.35141666666666665,0.44300000000000006,0.8349999999999999,95.33333333333333,140.83333333333334,849.4166666666666,251.75,47.75,0.09375
Danny Green,100.0,206.0,25.5,8.0,13.275,0.55625,8.275,2.1625,2.0124999999999997,8.1125,3.7875,0.38125000000000003,0.484625,0.7937142857142857,61.375,97.25,519.375,200.375,59.25,0.11287499999999999
Danny Manning,104.0,208.0,28.764705882352942,14.0,16.11176470588235,0.5348823529411765,13.823529411764705,2.1058823529411765,2.2588235294117642,10.688235294117646,3.4470588235294115,0.17305882352941174,0.5018823529411766,0.7181764705882352,122.70588235294117,185.58823529411765,810.0,298.8235294117647,64.6470588235294,0.09552941176470588
Danny Schayes,106.0,211.0,30.136363636363637,17.0,11.613636363636363,0.526,7.454545454545456,2.172727272727273,1.2363636363636366,13.354545454545457,2.295454545454546,0.11108333333333333,0.4444545454545454,0.8018181818181819,84.0,175.63636363636363,444.40909090909093,290.22727272727275,28.363636363636363,0.07677272727272727
Danny Vranes,95.0,201.0,26.0,6.0,8.928571428571429,0.5027142857142858,6.928571428571428,1.5571428571428572,1.5857142857142856,10.385714285714286,2.1857142857142855,0.0642857142857143,0.488,0.5347142857142858,74.14285714285714,195.42857142857142,373.2857142857143,285.42857142857144,47.57142857142857,0.06685714285714285
Danny Young,79.0,190.0,27.0,10.0,11.183333333333332,0.5029166666666668,21.291666666666664,0.19166666666666665,2.7416666666666667,4.291666666666667,1.8333333333333333,0.3030833333333333,0.46775000000000005,0.8475454545454544,43.25,49.083333333333336,241.83333333333334,65.33333333333333,46.083333333333336,0.07883333333333332
Dante Cunningham,104.0,203.0,25.0,8.0,11.61,0.5077999999999999,4.81,2.0,1.7,10.45,2.2399999999999998,0.0996,0.4997999999999999,0.6622,34.8,122.2,400.4,246.7,44.7,0.0814
Dante Exum,86.0,198.0,20.0,2.0,7.15,0.489,15.4,0.7,1.05,5.2,0.5499999999999999,0.3045,0.4635,0.71,99.0,146.5,402.5,131.5,31.0,0.022
Dario Saric,101.0,208.0,22.0,1.0,12.8,0.508,14.3,1.1,1.3,13.3,1.0,0.311,0.469,0.782,183.0,162.0,1040.0,513.0,57.0,0.023
Darius Johnson-Odom,95.0,201.0,23.5,1.0,-14.85,0.0,15.1,0.0,1.6,21.950000000000003,-0.15000000000000002,0.0,0.0,0.0,1.0,1.5,0.0,3.0,0.5,-0.5499999999999999
Darius Miles,95.0,206.0,22.22222222222222,8.0,14.47777777777778,0.5023333333333333,12.677777777777777,3.0222222222222217,1.7999999999999998,10.52222222222222,1.4555555555555555,0.1631111111111111,0.4867777777777778,0.6107777777777778,113.55555555555556,132.33333333333334,596.4444444444445,283.22222222222223,50.111111111111114,0.0468888888888889
Darius Miller,106.0,203.0,23.0,5.0,3.4,0.4073333333333333,8.033333333333333,0.7999999999999999,1.4000000000000001,4.066666666666666,0.4000000000000001,0.23933333333333331,0.37633333333333335,0.903,15.333333333333334,61.666666666666664,106.66666666666667,43.666666666666664,14.0,-0.011000000000000001
Darius Morris,86.0,193.0,22.714285714285715,3.0,7.214285714285715,0.4501428571428572,19.62857142857143,0.028571428571428574,1.7428571428571427,5.071428571428571,-0.042857142857142864,0.2912857142857143,0.46314285714285713,0.565857142857143,19.857142857142858,22.857142857142858,76.71428571428571,21.714285714285715,8.285714285714286,-0.017285714285714286
Darius Songaila,112.0,206.0,28.5,7.0,11.9,0.5328750000000001,9.3875,0.8125000000000001,1.5875,10.375,1.9875,0.09449999999999999,0.49812500000000004,0.8051250000000001,60.75,149.625,426.875,211.125,40.5,0.071875
Darko Milicic,113.0,213.0,22.357142857142858,9.0,8.557142857142857,0.43871428571428567,7.514285714285715,4.9642857142857135,1.2785714285714285,12.82142857142857,0.6285714285714287,0.0,0.42528571428571427,0.5509166666666666,47.07142857142857,88.5,235.28571428571428,162.35714285714286,17.285714285714285,-0.023357142857142858
Darnell Jackson,114.0,206.0,24.0,2.0,2.7,0.3872,3.3600000000000003,1.26,0.86,11.32,0.2,0.1712,0.3638,0.6579999999999999,12.6,36.0,66.2,45.0,5.2,-0.0524
Darnell Mee,79.0,196.0,22.5,1.0,10.8,0.3325,23.2,1.45,4.6,7.15,-0.05,0.27049999999999996,0.1795,0.444,9.0,17.0,38.0,18.0,8.0,0.007999999999999998
Darnell Valentine,83.0,185.0,26.09090909090909,9.0,13.563636363636363,0.5023636363636363,28.636363636363637,0.20909090909090916,2.9545454545454546,5.318181818181818,2.0999999999999996,0.1848181818181818,0.43709090909090914,0.7797272727272727,123.18181818181819,134.63636363636363,532.3636363636364,131.1818181818182,89.27272727272727,0.0640909090909091
Darrell Armstrong,77.0,183.0,32.9375,13.0,17.143749999999997,0.5163125000000001,30.831249999999997,0.36250000000000004,3.3625,6.3812500000000005,3.1562499999999996,0.326625,0.4485625,0.8666874999999999,101.4375,93.125,498.5,149.0,73.625,0.121125
Darrell Arthur,106.0,206.0,24.125,9.0,11.9375,0.4922499999999999,7.225,2.675,1.7249999999999999,11.375,1.5625,0.215875,0.451,0.75225,50.875,151.5,403.5,219.125,37.625,0.06337500000000001
Darrell Griffith,86.0,193.0,27.555555555555557,10.0,13.944444444444445,0.5061111111111112,11.466666666666665,0.5888888888888889,2.122222222222222,6.4,2.4000000000000004,0.3262222222222223,0.4795555555555555,0.7034444444444444,155.66666666666666,163.33333333333334,1191.111111111111,247.88888888888889,91.66666666666667,0.05288888888888889
Darrell Walker,81.0,193.0,27.25,9.0,11.558333333333332,0.4439166666666667,20.624999999999996,0.6,3.0333333333333328,8.416666666666666,2.3000000000000003,0.03290909090909091,0.40616666666666673,0.64,123.83333333333333,157.5,539.0833333333334,266.0,93.58333333333333,0.050333333333333334
Darren Collison,79.0,183.0,25.5,8.0,15.862499999999999,0.5615,26.1,0.39999999999999997,1.8750000000000002,4.987499999999999,4.425,0.376625,0.49412500000000004,0.8493749999999999,146.375,118.375,893.625,184.5,77.125,0.10275000000000001
Darren Daye,99.0,203.0,25.285714285714285,4.0,10.27142857142857,0.5306666666666666,16.642857142857142,0.4714285714285715,1.5571428571428572,8.885714285714286,1.4142857142857144,0.119,0.4968333333333333,0.6373333333333333,69.42857142857143,101.0,351.57142857142856,138.42857142857142,30.857142857142858,0.04585714285714286
Darren Tillis,97.0,211.0,22.25,1.0,8.35,0.41400000000000003,5.050000000000001,3.4499999999999997,0.575,13.25,0.375,0.0,0.4015,0.54775,23.75,82.0,148.25,111.0,7.0,-0.0032499999999999994
Darrick Martin,77.0,180.0,28.666666666666668,13.0,9.82,0.4424,24.759999999999998,0.12000000000000001,2.1333333333333333,3.6000000000000005,0.6799999999999999,0.2850666666666667,0.35746666666666665,0.8034000000000002,49.2,67.8,262.6666666666667,44.666666666666664,26.2,0.01013333333333333
Darrin Hancock,92.0,201.0,24.5,2.0,11.450000000000001,0.5285,14.266666666666666,0.4333333333333333,2.5166666666666666,6.566666666666666,0.20000000000000004,0.33299999999999996,0.47750000000000004,0.687,18.0,28.666666666666668,84.83333333333333,31.166666666666668,10.833333333333334,0.07216666666666664
Darrun Hilliard,92.0,198.0,22.5,2.0,8.3,0.485,11.600000000000001,0.30000000000000004,1.35,5.550000000000001,0.15,0.3205,0.4225,0.7375,23.5,33.5,139.5,39.0,10.0,0.0195
Darryl Dawkins,113.0,211.0,29.0,13.0,7.37,0.5495,7.55,3.2300000000000004,0.5700000000000001,9.809999999999999,2.1,0.1,0.4937,0.6102000000000001,85.8,142.2,426.2,173.4,17.8,-0.020999999999999998
Darvin Ham,99.0,201.0,26.4,8.0,10.040000000000001,0.5497,5.5200000000000005,1.8699999999999999,2.3500000000000005,9.500000000000002,0.57,0.262,0.5616000000000001,0.4957,33.0,82.3,122.2,101.9,14.5,0.051500000000000004
Darwin Cook,83.0,190.0,27.0,8.0,13.077777777777778,0.48666666666666664,19.98888888888889,0.7222222222222223,3.3,5.022222222222222,2.344444444444444,0.183,0.46766666666666673,0.7862222222222223,114.88888888888889,137.66666666666666,602.5555555555555,131.0,108.22222222222223,0.06588888888888889
Dave Batton,108.0,208.0,26.5,1.0,8.4,0.474,9.7,3.15,0.65,9.350000000000001,0.35,0.0,0.476,0.47100000000000003,16.0,30.5,94.0,61.5,7.5,-0.0030000000000000027
Dave Corzine,113.0,211.0,29.5,12.0,12.28,0.5082000000000001,8.709999999999999,2.05,0.96,13.350000000000003,3.04,0.14925,0.4727,0.6613,109.6,153.6,635.8,420.9,30.8,0.0634
Dave Feitl,106.0,211.0,26.4,5.0,9.959999999999999,0.47620000000000007,5.34,1.04,0.7,15.080000000000002,0.3,0.0,0.42799999999999994,0.774,46.8,87.8,238.4,163.0,9.2,0.0246
Dave Greenwood,100.0,206.0,28.916666666666668,11.0,11.916666666666666,0.5193333333333333,8.691666666666668,1.7333333333333334,1.2333333333333332,15.850000000000001,2.9166666666666665,0.0625,0.46408333333333324,0.7333333333333334,96.91666666666667,184.25,531.75,453.5,41.083333333333336,0.08174999999999999
Dave Hoppen,106.0,211.0,25.1,5.0,9.84,0.5257999999999999,4.64,0.35,0.6599999999999999,14.940000000000001,0.45,0.08333333333333333,0.5231,0.6956,18.8,50.5,112.3,86.0,5.9,0.0534
Dave Jamerson,86.0,196.0,25.0,3.0,0.6000000000000003,0.2666,11.279999999999998,0.06,0.74,11.959999999999999,0.02,0.2745,0.16799999999999998,0.7816,9.2,12.6,61.6,16.2,4.6,-0.2088
Dave Johnson,95.0,201.0,22.5,1.0,6.949999999999999,0.41050000000000003,5.15,0.1,1.4500000000000002,7.65,-0.15000000000000002,0.107,0.36050000000000004,0.6485,18.5,15.0,102.0,32.0,6.0,-0.0475
Dave Popson,99.0,208.0,25.0,3.0,7.279999999999999,0.4244,10.16,1.8,1.1600000000000001,13.16,-0.06000000000000001,0.0,0.41579999999999995,0.58,6.0,10.2,22.0,14.6,1.0,-0.0512
Dave Robisch,106.0,208.0,33.5,12.0,8.749999999999998,0.4653333333333333,8.116666666666667,0.4000000000000001,0.39999999999999997,10.45,0.21666666666666665,0.0,0.40033333333333326,0.8382,13.666666666666666,27.0,102.0,55.0,3.1666666666666665,0.03366666666666667
David Andersen,104.0,208.0,29.75,1.0,11.425,0.51325,6.375,1.675,0.775,13.5,0.475,0.34475,0.48700000000000004,0.6975,20.25,49.75,158.75,94.0,6.25,0.04425
David Benoit,99.0,203.0,27.11111111111111,9.0,11.533333333333333,0.5021111111111112,4.655555555555556,1.7000000000000002,1.2555555555555558,12.133333333333333,2.033333333333333,0.3062222222222222,0.4534444444444445,0.8012222222222223,52.888888888888886,130.88888888888889,430.55555555555554,242.88888888888889,27.88888888888889,0.08011111111111109
David Lee,102.0,201.0,28.142857142857142,6.0,18.99285714285714,0.5817857142857142,12.785714285714286,1.45,1.3,17.164285714285715,5.635714285714286,0.033299999999999996,0.5454285714285713,0.7550714285714285,108.57142857142857,163.14285714285714,832.7857142857143,544.5714285714286,46.214285714285715,0.1537142857142857
David Nwaba,94.0,193.0,24.0,1.0,12.1,0.611,5.0,1.4,1.6,8.5,0.7,0.2,0.605,0.6409999999999999,11.0,36.0,120.0,62.0,13.0,0.09
David Pope,99.0,201.0,22.5,1.0,5.6499999999999995,0.416,6.25,1.05,1.2000000000000002,8.4,-0.05,0.5,0.374,0.5189999999999999,4.5,20.5,31.0,14.5,2.5,-0.003500000000000003
David Rivers,77.0,183.0,25.333333333333332,3.0,9.1,0.4603333333333333,27.46666666666667,0.5666666666666667,2.5,6.933333333333333,-0.10000000000000002,0.05566666666666666,0.39199999999999996,0.8326666666666668,55.333333333333336,39.0,127.66666666666667,49.0,20.333333333333332,-0.015
David Thirdkill,88.0,201.0,24.0,4.0,8.0375,0.5267499999999999,4.775,0.55,1.2625,7.300000000000001,0.1625,0.023833333333333335,0.51325,0.54575,14.875,31.0,70.125,28.25,6.5,0.04650000000000001
