Player,Weight (kg),Height (cm),Age,Years Played,Player Efficiency Rating,True Shooting %,Assist Percentage,Block Percentage,Steal Percentage,Total Rebound Percentage,Win Shares,3-Point Field Goal Percentage,2-Point Field Goal Percentage,Free Throw Percentage,Turnovers,Personal Fouls,Points,Total Rebounds,Steals,Win Shares Per 48 Minutes
Charles Bradley,97.0,196.0,23.0,2.0,6.033333333333334,0.49400000000000005,10.366666666666667,1.7333333333333332,1.5999999999999999,6.166666666666667,0.10000000000000002,0.0,0.42766666666666664,0.634,29.0,50.333333333333336,115.66666666666667,39.666666666666664,15.333333333333334,-0.034
Charles Davis,72.0,188.0,27.083333333333332,8.0,9.299999999999999,0.4439166666666667,9.216666666666669,0.8416666666666668,1.2166666666666668,10.408333333333333,0.5333333333333333,0.11900000000000001,0.4338333333333333,0.7522727272727273,33.833333333333336,64.66666666666667,223.0,100.16666666666667,12.583333333333334,0.0026666666666666666
Charles Jenkins,99.0,190.0,22.75,1.0,8.85,0.43225,18.700000000000003,0.42500000000000004,1.85,4.1,0.125,0.3833333333333333,0.41500000000000004,0.61825,25.5,32.25,129.75,33.0,15.75,0.006499999999999999
Charles Jones,97.0,206.0,30.26086956521739,6.333333333333333,7.930434782608694,0.48578260869565204,6.304347826086957,3.778260869565218,1.291304347826087,11.513043478260872,1.3608695652173914,0.08124999999999999,0.4395217391304347,0.5761818181818182,34.91304347826087,111.95652173913044,143.95652173913044,186.91304347826087,26.52173913043478,0.044260869565217395
Charles O'Bannon,94.0,196.0,22.5,1.0,11.9,0.4465,12.7,0.9,1.4,10.5,0.25,0.0,0.415,0.9,8.5,18.5,60.0,33.5,5.5,0.07400000000000001
Charles Oakley,102.0,203.0,31.0,18.0,12.726315789473684,0.5223684210526316,11.98947368421053,0.6210526315789473,1.6052631578947367,16.66842105263158,4.705263157894737,0.1518235294117647,0.4652631578947368,0.7756315789473684,146.57894736842104,232.68421052631578,653.5263157894736,642.3684210526316,71.10526315789474,0.10542105263157896
Charles Pittman,99.0,203.0,25.5,3.0,9.375,0.5945,7.375,1.4749999999999999,0.9500000000000001,12.025,1.0499999999999998,0.0,0.53875,0.702,77.5,113.5,265.0,179.5,18.75,0.0555
Charles Shackleford,102.0,208.0,26.0,10.0,13.566666666666668,0.5288333333333333,6.066666666666666,2.1333333333333333,1.2833333333333334,18.066666666666666,1.2333333333333332,0.0,0.505,0.6563333333333333,46.0,110.66666666666667,270.8333333333333,241.33333333333334,19.833333333333332,0.08900000000000001
Charles Smith,104.0,208.0,26.434782608695652,7.333333333333333,9.408695652173913,0.45869565217391306,10.13913043478261,2.321739130434783,1.826086956521739,8.139130434782611,1.9652173913043478,0.1582857142857143,0.4389999999999999,0.6521363636363637,57.73913043478261,109.30434782608695,427.39130434782606,170.7391304347826,28.391304347826086,0.008782608695652179
Charlie Bell,90.0,190.0,26.333333333333332,9.0,7.188888888888889,0.4515,10.711111111111114,0.20000000000000004,1.1666666666666667,7.911111111111111,1.3666666666666667,0.26625,0.45962500000000006,0.7917500000000001,40.77777777777778,83.66666666666667,356.8888888888889,91.0,33.666666666666664,0.004000000000000002
Charlie Criss,74.0,173.0,34.25,7.0,11.725,0.48475,21.599999999999998,0.1,1.6375,4.7125,0.875,0.21485714285714286,0.44062500000000004,0.8261249999999999,29.875,32.875,215.75,37.125,16.75,0.06575
Charlie Villanueva,105.0,211.0,26.0,10.0,15.43636363636364,0.5108181818181817,6.718181818181818,2.0818181818181816,1.3363636363636364,13.009090909090911,2.0454545454545454,0.32936363636363636,0.48618181818181816,0.7450909090909092,59.09090909090909,132.0909090909091,618.9090909090909,274.45454545454544,29.90909090909091,0.07409090909090908
Charlie Ward,86.0,188.0,29.615384615384617,10.0,12.13076923076923,0.5058461538461538,26.907692307692304,0.5692307692307692,2.861538461538461,6.923076923076923,2.7615384615384615,0.34353846153846146,0.4226923076923077,0.7602307692307692,87.23076923076923,106.38461538461539,336.2307692307692,137.84615384615384,64.61538461538461,0.0756923076923077
Chase Budinger,94.0,201.0,24.666666666666668,6.0,12.077777777777776,0.5306666666666666,9.38888888888889,0.6444444444444445,1.3666666666666665,8.61111111111111,1.688888888888889,0.3261111111111111,0.5054444444444445,0.7594444444444444,39.333333333333336,60.77777777777778,385.44444444444446,154.44444444444446,27.22222222222222,0.07455555555555554
Chauncey Billups,91.0,190.0,29.0,16.0,17.034782608695657,0.5605217391304348,25.978260869565222,0.39130434782608686,1.7304347826086959,5.3,6.160869565217391,0.3641739130434783,0.42434782608695654,0.889521739130435,115.91304347826087,115.1304347826087,839.2608695652174,157.0,57.47826086956522,0.14134782608695654
Cheikh Samb,111.0,216.0,23.8,1.0,3.3599999999999994,0.2774,1.54,7.5200000000000005,1.78,16.080000000000002,-0.06000000000000001,0.0,0.28200000000000003,0.38225,1.4,4.4,7.4,11.0,1.4,-0.1432
Cherokee Parks,95.0,196.0,27.181818181818183,8.0,11.327272727272728,0.49054545454545456,5.818181818181818,2.972727272727273,1.3727272727272728,12.590909090909092,1.2363636363636363,0.09612499999999999,0.4645454545454546,0.6248181818181817,29.272727272727273,95.72727272727273,214.0909090909091,175.63636363636363,21.09090909090909,0.06718181818181819
Chris Andersen,111.0,208.0,31.41176470588235,15.0,15.547058823529412,0.5573529411764706,4.5058823529411764,6.117647058823529,1.3941176470588232,16.188235294117646,2.4117647058823524,0.16664285714285715,0.5164705882352941,0.6558823529411766,30.705882352941178,80.6470588235294,227.05882352941177,211.23529411764707,19.235294117647058,0.139
Chris Anstey,112.0,213.0,24.0,2.0,12.5,0.46166666666666667,10.4,2.1999999999999997,2.0,13.566666666666668,0.9333333333333332,0.11833333333333333,0.41333333333333333,0.7376666666666667,49.0,124.33333333333333,271.0,178.0,26.0,0.05366666666666667
Chris Bosh,106.0,211.0,25.0,12.0,20.50769230769231,0.5691538461538461,9.953846153846154,2.246153846153846,1.2153846153846155,13.969230769230771,8.153846153846153,0.2998461538461539,0.505846153846154,0.7954615384615386,139.0,166.07692307692307,1322.2307692307693,584.0,56.15384615384615,0.15876923076923077
Chris Carr,93.0,196.0,23.9,5.0,11.569999999999999,0.49560000000000004,10.77,0.7100000000000001,0.9400000000000001,8.639999999999999,0.38,0.3248,0.4231999999999999,0.7624000000000001,45.5,66.0,272.6,90.2,13.1,0.0364
Chris Childs,88.0,190.0,31.363636363636363,8.0,10.181818181818183,0.4898181818181819,29.754545454545454,0.4,2.0727272727272728,5.436363636363637,2.290909090909091,0.3158181818181818,0.426090909090909,0.802090909090909,110.9090909090909,166.1818181818182,370.1818181818182,137.27272727272728,49.90909090909091,0.06909090909090909
Chris Copeland,108.0,206.0,29.5,3.0,11.8,0.5335,9.625000000000002,1.05,0.75,6.5,0.7250000000000001,0.357,0.49475,0.7657499999999999,32.25,59.25,249.5,68.0,8.0,0.0695
Chris Corchiani,83.0,183.0,24.0,2.0,14.280000000000001,0.675,19.18,0.1,2.2199999999999998,3.78,0.38,0.13974999999999999,0.6527999999999999,0.77075,25.6,35.4,92.0,27.2,15.8,0.12399999999999997
Chris Crawford,106.0,206.0,25.0,6.0,15.428571428571429,0.5455714285714286,6.628571428571428,2.2142857142857144,1.5714285714285714,8.657142857142857,0.9142857142857144,0.2742857142857143,0.4848571428571429,0.8175714285714285,33.142857142857146,70.28571428571429,236.28571428571428,78.14285714285714,14.428571428571429,0.11185714285714286
Chris Douglas-Roberts,90.0,201.0,25.0,6.0,9.833333333333334,0.49950000000000006,9.316666666666668,0.7000000000000001,1.366666666666667,5.8500000000000005,0.8999999999999999,0.2273333333333333,0.4458333333333333,0.8343333333333334,33.333333333333336,47.833333333333336,261.8333333333333,78.66666666666667,21.333333333333332,0.05466666666666667
Chris Dudley,81.0,188.0,28.88888888888889,15.0,9.044444444444444,0.3922777777777777,3.605555555555556,3.533333333333333,1.0611111111111111,17.33888888888889,1.4611111111111112,0.0,0.3805555555555556,0.4431176470588235,45.77777777777778,138.44444444444446,212.38888888888889,326.6666666666667,20.833333333333332,0.057444444444444444
Chris Duhon,83.0,185.0,26.0,8.0,10.066666666666668,0.5152222222222221,24.888888888888893,0.1888888888888889,1.5333333333333334,4.855555555555555,2.7777777777777777,0.355,0.4271111111111111,0.7242222222222221,102.77777777777777,107.22222222222223,438.44444444444446,151.55555555555554,52.333333333333336,0.07077777777777777
Chris Ford,86.0,196.0,33.0,9.0,7.8,0.45799999999999996,11.1,0.3,1.2,3.7,2.1,0.317,0.434,0.696,52.0,143.0,435.0,108.0,42.0,0.063
Chris Garner,70.0,178.0,23.5,3.0,3.3,0.3015,20.25,0.7,3.05,4.449999999999999,-0.4,0.14300000000000002,0.286,0.631,17.0,34.0,36.0,18.0,14.0,-0.096
Chris Gatling,99.0,208.0,29.42105263157895,10.0,17.089473684210525,0.5423157894736842,5.9526315789473685,1.6368421052631579,1.810526315789474,15.242105263157896,2.3526315789473684,0.12211764705882354,0.5103157894736842,0.6524736842105262,79.73684210526316,136.26315789473685,536.8421052631579,274.1578947368421,34.36842105263158,0.10315789473684209
Chris Herren,89.0,188.0,24.5,1.0,7.5,0.45399999999999996,24.35,0.1,1.55,3.85,0.25,0.3245,0.3425,0.7125,31.0,58.5,112.0,36.5,14.5,0.020999999999999998
Chris Jefferies,102.0,203.0,22.75,1.0,13.974999999999998,0.52875,15.325000000000001,1.7750000000000001,0.925,7.125,-0.125,0.37024999999999997,0.42575,0.739,20.75,32.0,91.25,29.25,6.75,0.028499999999999998
Chris Jent,99.0,201.0,25.5,3.0,13.5,0.5385,16.5,0.0,0.0,8.35,0.1,0.5155000000000001,0.3,0.5,2.5,7.5,18.5,8.0,0.0,0.147
Chris Johnson,77.0,183.0,24.714285714285715,2.5,10.778571428571427,0.556857142857143,4.042857142857143,3.107142857142857,1.8357142857142856,9.85,0.4428571428571427,0.3022857142857143,0.5387142857142858,0.8015,11.285714285714286,29.5,79.21428571428571,39.57142857142857,10.0,0.08364285714285714
Chris Kaman,120.0,213.0,27.0,12.0,14.746153846153847,0.5219230769230769,9.346153846153847,3.4461538461538463,0.8384615384615385,15.938461538461535,1.9000000000000001,0.027777777777777776,0.49092307692307696,0.7583076923076923,118.76923076923077,151.3846153846154,631.3846153846154,429.38461538461536,24.76923076923077,0.05461538461538462
Chris King,97.0,203.0,26.333333333333332,5.0,7.333333333333333,0.39433333333333337,11.233333333333334,1.0333333333333334,2.2666666666666666,11.666666666666666,0.3333333333333333,0.3375,0.379,0.41300000000000003,39.666666666666664,61.0,231.0,103.66666666666667,24.666666666666668,-0.033
Chris McCullough,90.0,211.0,20.75,2.0,11.325,0.45075000000000004,3.25,1.675,3.0,12.45,0.125,0.173,0.5376666666666666,0.56125,5.25,13.25,46.0,26.5,8.0,0.0125
Chris Mihm,120.0,213.0,24.6,8.0,12.95,0.49210000000000004,5.14,3.7299999999999995,0.8799999999999999,16.080000000000002,1.6300000000000001,0.10725,0.4447,0.7144,62.5,147.2,374.4,271.5,16.5,0.0683
Chris Mills,97.0,198.0,28.5,9.0,13.0,0.49929999999999997,10.680000000000001,0.9700000000000001,1.3199999999999998,9.809999999999999,3.7700000000000005,0.3245,0.4417,0.8247,72.6,153.2,635.7,280.8,42.1,0.089
Chris Morris,95.0,203.0,28.0,10.0,14.82727272727273,0.5149999999999999,9.172727272727272,1.8636363636363635,2.309090909090909,10.71818181818182,3.3909090909090907,0.2943636363636364,0.4833636363636364,0.7467272727272728,106.45454545454545,159.0909090909091,744.0,322.1818181818182,83.36363636363636,0.09890909090909092
Chris Paul,79.0,183.0,25.5,12.0,25.625,0.5800000000000001,46.958333333333336,0.25000000000000006,3.3666666666666667,7.191666666666667,12.891666666666667,0.36741666666666656,0.50375,0.8664999999999999,168.66666666666666,171.25,1300.8333333333333,307.0,159.25,0.24924999999999994
Chris Quinn,83.0,188.0,25.666666666666668,6.0,9.516666666666666,0.4630000000000001,21.350000000000005,0.15,1.6833333333333333,4.15,0.8833333333333333,0.2955,0.40216666666666673,0.8088333333333333,22.833333333333332,41.5,182.0,44.333333333333336,17.0,0.03183333333333333
Chris Robinson,90.0,196.0,22.75,1.0,8.65,0.45425,15.275,0.75,2.375,6.074999999999999,-0.09999999999999999,0.36075,0.382,0.52875,25.0,46.25,128.0,40.75,16.5,-0.0325
Chris Singleton,104.0,203.0,23.0,2.0,8.3,0.456,4.933333333333334,1.5666666666666667,2.1666666666666665,11.0,0.7333333333333334,0.30266666666666664,0.393,0.6576666666666666,33.333333333333336,108.33333333333333,204.0,157.33333333333334,39.0,0.03766666666666667
Chris Smith,104.0,208.0,23.75,1.0,8.125,0.5146666666666667,18.349999999999998,0.75,1.1749999999999998,3.3000000000000007,0.8,0.278,0.44733333333333336,0.7056666666666667,54.75,86.5,285.0,72.75,29.5,0.02575
Chris Washburn,102.0,211.0,21.75,1.0,9.200000000000001,0.45399999999999996,4.0,1.4749999999999999,0.8,15.225,-0.1,0.0,0.43174999999999997,0.5309999999999999,18.25,27.25,78.0,62.75,4.0,-0.00775
Chris Webber,111.0,206.0,28.05263157894737,14.0,19.294736842105266,0.5008947368421053,20.41578947368421,2.4157894736842103,1.9421052631578943,14.43157894736842,4.8157894736842115,0.27566666666666667,0.47942105263157897,0.6429473684210526,136.94736842105263,160.89473684210526,1009.0526315789474,482.7894736842105,71.10526315789474,0.10852631578947369
Chris Welp,111.0,213.0,25.4,2.0,7.0200000000000005,0.4772,6.4,2.0800000000000005,1.42,12.42,0.21999999999999997,0.0,0.4262,0.6736000000000001,16.2,63.4,84.8,62.6,8.0,0.016400000000000005
Chris Whitney,76.0,183.0,27.615384615384617,10.0,11.538461538461538,0.5077692307692308,23.192307692307686,0.24615384615384617,1.8153846153846156,4.692307692307692,1.6846153846153844,0.3353846153846154,0.4157692307692308,0.8863076923076925,53.07692307692308,82.76923076923077,314.84615384615387,67.84615384615384,29.23076923076923,0.06876923076923078
Chris Wilcox,100.0,208.0,24.866666666666667,10.0,14.853333333333333,0.5713333333333334,6.24,1.5733333333333335,1.3066666666666669,14.626666666666669,2.1533333333333338,0.0,0.5522000000000001,0.6215333333333333,56.8,122.46666666666667,414.8666666666667,250.86666666666667,25.4,0.09733333333333336
Chris Wright,102.0,203.0,23.666666666666668,1.0,11.066666666666668,0.5579999999999999,3.4000000000000004,2.866666666666667,1.6333333333333335,7.599999999999999,0.3,0.0,0.543,0.587,4.666666666666667,13.0,40.0,21.666666666666668,4.666666666666667,-0.03666666666666667
Christian Eyenga,95.0,196.0,21.75,1.0,8.15,0.39075,7.425,3.375,1.325,7.35,-0.15000000000000002,0.277,0.35824999999999996,0.619,13.25,23.0,84.25,37.75,10.0,-0.014500000000000002
Christian Laettner,106.0,211.0,28.88235294117647,12.0,16.682352941176468,0.5528235294117647,14.158823529411766,1.9705882352941178,1.9470588235294115,12.811764705882354,4.435294117647058,0.24,0.491,0.8185294117647061,132.7058823529412,193.2941176470588,768.5882352941177,394.6470588235294,62.294117647058826,0.12094117647058823
Christian Wood,99.0,211.0,20.5,1.0,15.75,0.5405,3.15,4.300000000000001,1.5499999999999998,14.600000000000001,0.3,0.182,0.548,0.6759999999999999,4.5,11.0,48.0,33.5,4.0,0.11099999999999999
Chuck Hayes,108.0,198.0,27.46153846153846,10.0,10.876923076923077,0.5104615384615385,8.876923076923077,1.3230769230769233,2.030769230769231,15.73846153846154,2.315384615384615,0.0,0.47869230769230764,0.6522307692307693,38.0,121.53846153846153,195.53846153846155,265.61538461538464,39.38461538461539,0.09853846153846153
Chuck Person,99.0,203.0,28.23076923076923,13.0,12.615384615384615,0.5186923076923077,13.461538461538463,0.44615384615384623,1.1384615384615384,9.076923076923077,2.984615384615384,0.34976923076923067,0.47800000000000004,0.6993846153846154,150.15384615384616,197.30769230769232,1066.0,366.38461538461536,52.53846153846154,0.059923076923076926
Chucky Atkins,72.0,180.0,30.470588235294116,10.0,11.352941176470589,0.49617647058823533,23.05882352941176,0.1705882352941177,1.3588235294117648,3.8058823529411767,1.9882352941176473,0.3375294117647058,0.42358823529411765,0.7841764705882355,71.76470588235294,92.05882352941177,481.0,83.70588235294117,33.11764705882353,0.06088235294117648
Chucky Brown,97.0,201.0,27.571428571428573,12.0,10.980952380952383,0.5349523809523808,7.261904761904762,1.2714285714285716,1.0476190476190472,10.323809523809524,1.0761904761904764,0.12311764705882353,0.5082380952380953,0.677952380952381,30.38095238095238,70.28571428571429,234.04761904761904,123.76190476190476,13.238095238095237,0.07604761904761906
Clarence Weatherspoon,108.0,198.0,28.470588235294116,12.0,14.835294117647056,0.5273529411764706,7.417647058823529,1.8176470588235294,1.6764705882352944,14.117647058823529,3.864705882352941,0.12028571428571429,0.4694705882352941,0.7579411764705881,93.17647058823529,135.11764705882354,675.2941176470588,449.6470588235294,58.529411764705884,0.11094117647058821
Clark Kellogg,102.0,201.0,23.0,4.0,17.34,0.5142,14.060000000000002,0.58,2.48,14.66,4.18,0.3726,0.4678,0.7574000000000001,146.2,171.6,983.6,496.4,76.2,0.09759999999999999
Claude Gregory,92.0,203.0,28.0,2.0,17.9,0.47350000000000003,4.2,1.2,12.799999999999999,35.1,0.05,0.0,0.4795,0.33299999999999996,12.0,19.0,68.0,48.5,5.0,-0.3145
Clay Johnson,108.0,208.0,26.0,2.0,9.666666666666666,0.4913333333333334,9.933333333333334,1.2,2.1999999999999997,7.5,0.2333333333333333,0.5,0.4453333333333333,0.6426666666666666,14.666666666666666,33.0,74.66666666666667,31.0,11.0,0.043666666666666666
Cleanthony Early,95.0,203.0,23.5,1.0,5.300000000000001,0.40900000000000003,7.4,1.5,1.35,8.95,-0.30000000000000004,0.2645,0.3675,0.75,24.5,36.5,120.5,61.5,13.0,-0.0525
Clemon Johnson,108.0,208.0,27.555555555555557,9.0,12.044444444444444,0.521,5.8,2.6666666666666665,1.1888888888888889,14.255555555555553,2.377777777777778,0.0,0.49244444444444446,0.6427777777777778,69.66666666666667,152.22222222222223,390.77777777777777,327.1111111111111,33.44444444444444,0.09166666666666667
Cliff Levingston,95.0,203.0,27.181818181818183,12.0,13.4,0.5390909090909091,6.354545454545455,2.2181818181818183,1.5,14.045454545454545,4.018181818181818,0.11972727272727272,0.5068181818181817,0.6498181818181819,75.36363636363636,209.0,535.2727272727273,391.54545454545456,48.54545454545455,0.11654545454545455
Cliff Robinson,99.0,206.0,24.454545454545453,12.0,16.681818181818183,0.4991818181818182,10.881818181818181,1.3727272727272728,1.918181818181818,14.618181818181819,2.5545454545454547,0.11863636363636364,0.4616363636363637,0.738090909090909,127.36363636363636,154.36363636363637,900.0909090909091,441.72727272727275,56.72727272727273,0.06918181818181818
Clifford Lett,77.0,190.0,24.5,1.0,-1.0499999999999998,0.383,7.1000000000000005,0.3,0.5,1.95,-0.05,0.0,0.375,0.667,5.0,8.5,19.0,3.5,1.0,-0.0945
Clifford Robinson,99.0,206.0,32.15,17.0,13.590000000000003,0.5014500000000001,11.475000000000001,2.285,1.6849999999999998,8.385,4.569999999999999,0.3293,0.4462,0.6685000000000001,128.4,217.8,1006.2,325.75,73.2,0.09090000000000001
Clifford Rozier,111.0,211.0,23.666666666666668,3.0,7.066666666666666,0.413,3.766666666666667,2.4,0.9833333333333334,13.383333333333335,0.9166666666666666,0.07150000000000001,0.4171666666666667,0.3872,31.833333333333332,88.66666666666667,169.33333333333334,188.5,17.0,-0.008000000000000005
Clint Capela,98.0,206.0,21.0,3.0,17.26666666666667,0.5333333333333333,5.2,5.733333333333333,1.2333333333333334,19.7,3.466666666666667,0.0,0.5696666666666667,0.36133333333333334,50.666666666666664,127.66666666666667,464.0,352.0,31.333333333333332,0.116
Clint Richardson,88.0,190.0,27.5,7.0,10.883333333333333,0.498,16.883333333333333,0.5,1.5333333333333332,6.199999999999999,2.1999999999999997,0.2995,0.4618333333333333,0.7798333333333334,96.16666666666667,136.66666666666666,533.1666666666666,179.83333333333334,50.0,0.06516666666666666
Clinton Smith,95.0,198.0,25.0,4.0,9.35,0.5025,14.35,0.1,1.4500000000000002,6.95,0.15000000000000002,0.0,0.4675,0.625,13.5,19.5,67.0,30.0,7.0,0.0465
Clinton Wheeler,83.0,185.0,28.75,1.0,12.9,0.5385,22.175,0.05,3.475,4.675,0.4,0.0,0.5102500000000001,0.74625,25.0,22.25,89.75,25.5,22.5,0.07974999999999999
Coby Dietrick,99.0,208.0,33.5,12.0,7.8500000000000005,0.333,15.5,0.85,1.9,11.75,0.85,0.0,0.331,0.35200000000000004,22.5,68.5,112.0,98.0,25.0,0.038
Coby Karl,97.0,196.0,25.5,2.0,-2.5249999999999995,0.43366666666666664,13.724999999999998,0.825,1.35,12.95,-0.05,0.22399999999999998,0.4143333333333333,0.7113333333333335,6.25,8.0,21.5,12.5,2.5,-0.2775
Cody Zeller,108.0,213.0,22.5,4.0,15.0,0.556,9.174999999999999,2.7,1.5250000000000001,13.6,4.575,0.275,0.49950000000000006,0.73425,70.5,179.75,559.75,393.75,48.25,0.13474999999999998
Conner Henry,88.0,201.0,23.571428571428573,1.0,8.671428571428573,0.4602857142857143,17.914285714285715,0.42857142857142855,1.3142857142857145,6.157142857142858,0.01428571428571429,0.34628571428571436,0.372,0.7265714285714286,18.571428571428573,20.285714285714285,87.14285714285714,23.714285714285715,6.0,-0.008571428571428567
Corey Beck,86.0,185.0,26.2,3.0,8.5,0.4662,16.5,0.5,2.58,9.739999999999998,0.14,0.8333333333333334,0.4176,0.6448,20.0,32.0,57.2,30.6,10.4,0.018199999999999994
Corey Benjamin,90.0,198.0,21.75,4.0,8.525,0.44249999999999995,11.1,1.525,1.475,7.975,-0.22499999999999998,0.24375,0.40675,0.6745000000000001,41.0,79.0,208.75,64.75,17.75,-0.015
Corey Brewer,84.0,206.0,26.1875,10.0,12.06875,0.4969375000000001,11.38125,0.9437500000000002,2.83125,7.2875,1.5312500000000002,0.27012499999999995,0.48056250000000006,0.7243125000000001,72.0625,126.5,525.0625,167.9375,73.9375,0.05768750000000001
Corey Crowder,97.0,196.0,23.5,3.0,2.95,0.356,5.9,0.2,1.4,6.5,0.15000000000000002,0.2165,0.3495,0.583,7.5,18.0,60.0,22.0,4.0,-0.08549999999999999
Corey Gaines,88.0,190.0,25.8,6.0,12.28,0.49140000000000006,37.459999999999994,0.2,1.8599999999999999,4.5200000000000005,0.22000000000000003,0.29419999999999996,0.45760000000000006,0.6336,14.4,19.6,49.6,13.8,7.8,0.08080000000000001
Corey Maggette,98.0,198.0,26.5,13.0,16.842857142857145,0.5669285714285713,12.042857142857144,0.4428571428571429,1.2857142857142858,9.635714285714284,4.442857142857143,0.29971428571428577,0.4682142857142857,0.8137142857142858,133.85714285714286,167.0,942.7142857142857,287.2857142857143,42.142857142857146,0.115
Corey Williams,86.0,188.0,22.5,1.0,8.65,0.4185,16.4,0.3,1.55,7.5,0.1,0.16649999999999998,0.3915,0.909,6.5,15.0,46.0,18.5,3.0,0.025500000000000002
Corie Blount,108.0,206.0,30.823529411764707,10.0,10.570588235294117,0.4759999999999999,6.535294117647059,1.9058823529411764,1.7588235294117647,15.46470588235294,1.3235294117647056,0.06941666666666667,0.45647058823529413,0.5765294117647058,38.588235294117645,102.88235294117646,173.23529411764707,206.8235294117647,25.764705882352942,0.07982352941176472
Corliss Williamson,86.0,188.0,27.875,11.0,14.28125,0.532875,8.4625,0.9249999999999999,1.26875,9.818750000000001,2.575,0.13183333333333333,0.48562500000000003,0.713875,94.5,165.8125,668.0625,235.1875,34.375,0.08275
Cory Alexander,83.0,185.0,25.11111111111111,9.0,11.333333333333336,0.4854444444444444,27.677777777777774,0.4888888888888888,2.9111111111111114,6.144444444444444,0.5777777777777778,0.3422222222222222,0.40055555555555555,0.7458888888888888,64.33333333333333,68.0,240.55555555555554,69.66666666666667,37.0,0.02622222222222222
Cory Higgins,81.0,196.0,22.5,1.0,8.35,0.377,22.4,0.55,2.75,5.050000000000001,-0.65,0.2,0.35,0.6,19.5,22.5,82.0,19.0,4.0,-0.086
Cory Jefferson,98.0,206.0,24.5,1.0,12.95,0.46299999999999997,2.4,2.4000000000000004,0.5,16.35,0.45,0.0665,0.4545,0.6205,10.0,34.5,102.5,80.5,5.0,0.07050000000000001
Cory Joseph,87.0,190.0,22.5,6.0,12.700000000000001,0.509,18.96666666666667,0.8166666666666665,1.7000000000000002,6.583333333333333,2.5333333333333337,0.29916666666666664,0.4713333333333334,0.7658333333333335,58.833333333333336,83.5,413.1666666666667,136.83333333333334,38.666666666666664,0.09583333333333333
Courtney Alexander,83.0,185.0,23.6,2.0,11.1,0.4774,8.92,0.33999999999999997,1.54,6.0,0.9800000000000002,0.33399999999999996,0.41839999999999994,0.8055999999999999,55.6,103.2,461.6,110.4,31.2,0.0364
Courtney Lee,90.0,196.0,27.615384615384617,9.0,12.33076923076923,0.552,9.423076923076923,0.9076923076923076,1.8846153846153846,5.453846153846154,3.2923076923076926,0.3864615384615385,0.49053846153846153,0.8505384615384616,61.38461538461539,109.6923076923077,625.4615384615385,170.0,64.61538461538461,0.08992307692307693
Craig Brackins,104.0,208.0,23.5,1.0,2.1999999999999997,0.2875,9.05,0.45,0.8,8.25,-0.1,0.16649999999999998,0.307,0.5,2.0,4.5,15.0,9.5,0.5,-0.1095
Craig Ehlo,81.0,198.0,28.5,13.0,12.921428571428569,0.5075,16.392857142857142,0.7,2.4,8.614285714285716,2.9357142857142864,0.3203846153846154,0.47000000000000003,0.7022142857142857,87.5,121.07142857142857,535.1428571428571,224.21428571428572,70.64285714285714,0.08378571428571427
Craig Hodges,86.0,188.0,26.785714285714285,9.0,12.035714285714288,0.5475000000000001,15.157142857142858,0.10714285714285714,1.6571428571428568,3.392857142857143,2.3285714285714287,0.3945714285714286,0.47178571428571425,0.8429285714285714,67.78571428571429,112.57142857142857,507.0,78.85714285714286,45.857142857142854,0.08599999999999998
Craig Neal,74.0,196.0,24.5,2.0,6.775,0.4315,31.025,0.3,2.1,4.0,-0.175,0.29225,0.39375,0.57975,31.75,41.5,68.0,18.5,13.0,-0.0315
Craig Smith,113.0,201.0,25.5,5.0,15.866666666666667,0.5823333333333333,8.200000000000001,1.0000000000000002,1.45,13.299999999999999,2.6666666666666665,0.03333333333333333,0.5539999999999999,0.6755,68.83333333333333,159.5,513.3333333333334,261.1666666666667,30.5,0.11266666666666665
Cristiano Felicio,124.0,208.0,23.5,2.0,16.4,0.601,8.9,2.1,1.05,16.4,2.3,0.0,0.5825,0.6795,23.0,70.5,210.5,206.5,15.5,0.16599999999999998
Cuonzo Martin,96.0,196.0,24.5,1.0,0.3500000000000014,0.3825,14.85,0.0,1.4,5.45,-0.05,0.5,0.0,0.0,1.0,1.0,4.5,1.5,0.5,-0.22549999999999998
Curtis Borchardt,108.0,213.0,23.5,1.0,8.65,0.473,9.45,3.9,0.75,14.6,0.45,0.0,0.41500000000000004,0.755,35.0,100.0,129.0,139.0,7.0,0.036000000000000004
Cuttino Mobley,86.0,193.0,28.153846153846153,10.0,14.153846153846152,0.5363076923076923,12.13076923076923,0.8076923076923077,1.6923076923076923,5.776923076923078,4.3538461538461535,0.3828461538461538,0.451076923076923,0.8215384615384613,127.15384615384616,143.23076923076923,1007.5384615384615,240.84615384615384,73.23076923076923,0.08261538461538462
D'Angelo Russell,86.0,188.0,19.5,2.0,14.25,0.5125,24.0,0.6,2.2,6.6,0.65,0.35150000000000003,0.447,0.7595000000000001,186.0,136.0,1019.0,248.0,90.0,0.0175
D.J. Augustin,106.0,206.0,25.8,9.0,12.853333333333333,0.5326000000000001,25.78666666666667,0.1466666666666667,1.3133333333333332,4.199999999999999,2.8666666666666667,0.35573333333333335,0.41946666666666677,0.8573333333333334,88.26666666666667,86.6,559.2,102.93333333333334,34.8,0.08360000000000004
